CodCurso;NomeCurso;Ano;Periodo;Vinculados;Matriculados;Ingressantes;Diplomados;Evadidos
302;TEATRO;2022;2;250;181;3;15;32
1071;ZOOTECNIA;2022;2;253;170;20;11;51
298;ADMINISTRAÇÃO;2023;1;1783;1474;158;0;3
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2023;1;399;306;51;0;1
299;AGRONOMIA;2023;1;488;417;47;0;0
300;ARQUITETURA E URBANISMO;2023;1;680;613;53;0;2
301;ARQUIVOLOGIA;2023;1;164;114;13;0;0
303;ARTES VISUAIS;2023;1;669;522;95;0;2
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2023;1;8;0;0;0;0
304;BIBLIOTECONOMIA;2023;1;333;247;33;0;1
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2023;1;71;6;0;0;0
361;BIOMEDICINA;2023;1;176;150;31;0;0
910;BIOTECNOLOGIA;2023;1;155;138;30;0;0
305;CIÊNCIA DA COMPUTAÇÃO;2023;1;773;594;81;0;3
306;CIÊNCIAS ATUARIAIS;2023;1;246;179;38;0;0
307;CIÊNCIAS BIOLÓGICAS;2023;1;480;416;53;0;1
1880;CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA;2023;1;50;49;48;0;0
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2023;1;83;76;0;0;0
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2023;1;127;114;19;0;2
1819;CIÊNCIAS BIOLÓGICAS - LICENCIATURA - ENSINO A DISTÂNCIA - EAD;2023;1;79;0;0;0;2
308;CIÊNCIAS CONTÁBEIS;2023;1;850;655;89;0;3
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2023;1;33;0;0;0;0
309;CIÊNCIAS ECONÔMICAS;2023;1;927;764;91;0;1
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2023;1;1911;1686;153;0;2
312;CIÊNCIAS SOCIAIS;2023;1;967;657;158;0;3
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2023;1;9;0;0;0;0
1835;COMPUTAÇÃO E ROBÓTICA EDUCATIVA - EDUCAÇÃO A DISTÂNCIA - EAD;2023;1;85;0;0;0;69
313;COMUNICAÇÃO SOCIAL;2023;1;88;65;0;0;0
805;DANÇA;2023;1;230;163;42;0;0
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2023;1;15;10;1;0;0
1481;DESIGN DE PRODUTO;2023;1;240;196;15;0;0
1482;DESIGN VISUAL;2023;1;257;219;22;0;0
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2023;1;41;13;0;0;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2023;1;9;3;0;0;0
314;EDUCAÇÃO FÍSICA;2023;1;978;769;84;0;1
315;ENFERMAGEM;2023;1;542;501;52;0;2
526;ENGENHARIA AMBIENTAL;2023;1;173;147;28;0;0
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2023;1;162;100;20;0;0
317;ENGENHARIA CIVIL;2023;1;920;811;75;0;4
319;ENGENHARIA DE ALIMENTOS;2023;1;186;144;23;0;0
318;ENGENHARIA DE COMPUTAÇÃO;2023;1;454;366;53;0;1
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2023;1;221;181;40;0;1
909;ENGENHARIA DE ENERGIA;2023;1;192;150;31;0;0
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2023;1;25;21;6;0;0
320;ENGENHARIA DE MATERIAIS;2023;1;183;153;28;0;1
321;ENGENHARIA DE MINAS;2023;1;85;68;11;0;0
322;ENGENHARIA DE PRODUÇÃO;2023;1;422;378;35;0;0
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2023;1;19;11;5;0;0
323;ENGENHARIA ELÉTRICA;2023;1;465;370;51;0;1
911;ENGENHARIA FÍSICA;2023;1;195;168;28;0;0
1077;ENGENHARIA HÍDRICA;2023;1;67;48;1;0;1
324;ENGENHARIA MECÂNICA;2023;1;643;513;61;0;1
325;ENGENHARIA METALÚRGICA;2023;1;224;168;43;0;0
326;ENGENHARIA QUÍMICA;2023;1;622;541;64;0;0
327;ESTATÍSTICA;2023;1;192;143;28;0;0
328;FARMÁCIA;2023;1;683;604;82;0;1
329;FILOSOFIA;2023;1;392;285;78;0;1
330;FÍSICA;2023;1;440;356;88;0;2
1764;FÍSICA - LICENCIATURA;2023;1;223;170;21;0;1
812;FISIOTERAPIA;2023;1;194;171;36;0;0
730;FONOAUDIOLOGIA;2023;1;151;130;33;0;0
331;GEOGRAFIA;2023;1;491;339;33;0;1
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2023;1;38;25;0;0;0
1548;GEOGRAFIA - LITORAL NORTE;2023;1;24;20;6;0;0
332;GEOLOGIA;2023;1;192;157;28;0;0
333;HISTÓRIA;2023;1;853;608;114;0;4
908;HISTÓRIA DA ARTE;2023;1;199;147;26;0;2
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2023;1;144;95;14;0;2
1489;JORNALISMO;2023;1;261;226;25;0;0
334;LETRAS;2023;1;1350;1093;245;0;4
335;MATEMÁTICA;2023;1;516;362;57;0;1
336;MEDICINA;2023;1;828;806;69;1;4
337;MEDICINA VETERINÁRIA;2023;1;626;558;51;0;4
731;MUSEOLOGIA;2023;1;133;107;21;0;1
338;MÚSICA;2023;1;436;331;61;0;0
339;NUTRIÇÃO;2023;1;352;313;37;0;0
340;ODONTOLOGIA;2023;1;639;584;44;0;2
341;PEDAGOGIA;2023;1;661;524;93;0;2
582;PEDAGOGIA - EAD;2023;1;79;0;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2023;1;171;142;0;44;0
914;POLÍTICAS PÚBLICAS;2023;1;235;174;50;0;1
342;PSICOLOGIA;2023;1;509;452;65;0;1
1660;PUBLICIDADE E PROPAGANDA;2023;1;220;203;36;0;0
343;QUÍMICA;2023;1;589;430;66;0;1
357;RELAÇÕES INTERNACIONAIS;2023;1;328;289;72;0;4
1490;RELAÇÕES PÚBLICAS;2023;1;281;248;26;0;1
806;SAÚDE COLETIVA;2023;1;231;158;31;0;2
907;SERVIÇO SOCIAL;2023;1;207;180;48;0;1
302;TEATRO;2023;1;242;205;39;0;1
1071;ZOOTECNIA;2023;1;222;173;31;0;1
